시군구명,법정동명,법정동코드,cluster_id,cluster_label,청년비율,1인가구비율,기초수급가구비율,concentration_index,concentration_rank
서대문구,합동,1141010300,3,복합 밀집형,0.3171521035598705,0.4628378378378378,0.0641891891891891,0.4104376663961473,201
성동구,마장동,1120010500,3,복합 밀집형,0.3354572713643178,0.4349748743718593,0.064321608040201,0.40980080093730975,203
성동구,성수동2가,1120011500,3,복합 밀집형,0.3088525692197806,0.4538515529040182,0.0711528338304965,0.40936018143647385,204
중구,신당동,1114016200,3,복합 밀집형,0.2892686420980309,0.4161656019040461,0.093605160967055,0.4064289224457932,210
성북구,보문동6가,1129012800,3,복합 밀집형,0.3312386307259798,0.4306983339241403,0.0641616448068061,0.4057386409762178,211
동작구,상도동,1159010200,3,복합 밀집형,0.3328371984733459,0.4370301424786998,0.060571346745901,0.4054977467628791,212
영등포구,신길동,1156013200,3,복합 밀집형,0.3017836541102789,0.4125238037356671,0.0871520602892913,0.40546000283969164,213
성북구,보문동3가,1129013200,3,복합 밀집형,0.3309803921568627,0.4306139613120269,0.063919259882254,0.4053297358425772,214
성북구,보문동5가,1129012700,3,복합 밀집형,0.3312392918332381,0.430844553243574,0.0636474908200734,0.4052909204073135,215
성북구,보문동1가,1129013000,3,복합 밀집형,0.3311611374407583,0.4307496823379924,0.0635324015247776,0.4050998123142006,216
성북구,보문동2가,1129013100,3,복합 밀집형,0.3309964947421132,0.430719656283566,0.0633727175080558,0.40484313337895217,217
강서구,화곡동,1150010300,3,복합 밀집형,0.3127266045506899,0.4130535904641922,0.0798526989049326,0.4044062966341222,218
성북구,보문동7가,1129012900,3,복합 밀집형,0.3307317073170732,0.4309623430962343,0.0627615062761506,0.40419404768679973,219
성북구,보문동4가,1129012600,3,복합 밀집형,0.3309053069719043,0.4308035714285714,0.0625,0.40397074631210617,220
노원구,공릉동,1135010300,3,복합 밀집형,0.3098877369167327,0.4154200230149597,0.0800345224395857,0.4039575034081314,221
마포구,신공덕동,1144010300,3,복합 밀집형,0.3342546890424481,0.4244261585101775,0.0623646600259852,0.4032097252639289,222
성동구,행당동,1120010700,3,복합 밀집형,0.3431223339263896,0.4268463914630722,0.0559299822147336,0.40260631137732883,224
서대문구,미근동,1141010400,3,복합 밀집형,0.316,0.4583333333333333,0.0583333333333333,0.4023592025455952,225
강북구,미아동,1130510100,3,복합 밀집형,0.2438679881605154,0.3819068449926494,0.1276847502599591,0.40228664497010963,226
중구,봉래동1가,1114011900,3,복합 밀집형,0.2686567164179104,0.5151515151515151,0.0606060606060606,0.4007521914364335,227
은평구,갈현동,1138010400,3,복합 밀집형,0.2765136907057462,0.365189212940078,0.1138023836985774,0.3998966829694627,229
동작구,대방동,1159010800,3,복합 밀집형,0.308787783465355,0.4253485424588086,0.0713561470215462,0.39864839726713036,230
서대문구,북아현동,1141011000,3,복합 밀집형,0.3123345301563123,0.4258054401505056,0.0692169005252018,0.39863773524969187,231
구로구,구로동,1153010200,3,복합 밀집형,0.3164872611747584,0.4552518660080049,0.0551328741931994,0.39830953402218905,232
성북구,석관동,1129013900,3,복합 밀집형,0.2713166706529538,0.3934673037900111,0.1034234470118478,0.39771477292909346,233
금천구,시흥동,1154510300,3,복합 밀집형,0.2434594572643932,0.3637691745799853,0.1284012052593133,0.3958476679153412,234
성북구,장위동,1129013800,3,복합 밀집형,0.2638628919045391,0.3400165929203539,0.1239398967551622,0.39340820455515485,235
서초구,양재동,1165010200,3,복합 밀집형,0.296588519883345,0.4017173119440588,0.0817522751812432,0.3932448687305763,236
광진구,자양동,1121510500,3,복합 밀집형,0.3103241688815302,0.4031926472366671,0.0731648325069536,0.3927947195871975,237
강동구,성내동,1174010800,3,복합 밀집형,0.312417896607681,0.4249578971700294,0.0634019086616253,0.39266056854103715,238
동작구,사당동,1159010700,3,복합 밀집형,0.3280679099472456,0.425148407987048,0.0546788990825688,0.39261901675362554,239
성북구,성북동,1129010100,3,복합 밀집형,0.3160138820029747,0.4637348895373072,0.0460608586911213,0.3924007727784272,240
성북구,성북동1가,1129010200,3,복합 밀집형,0.3157894736842105,0.4634703196347032,0.045662100456621,0.39178809474178206,241
마포구,창전동,1144011400,3,복합 밀집형,0.3567645992020312,0.4520990312163617,0.0275257573427648,0.39175827960424237,242
성북구,동소문동4가,1129010700,3,복합 밀집형,0.3158783783783784,0.4637784090909091,0.0454545454545454,0.3917501645767398,243
