시군구명,법정동명,법정동코드,CI
노원구,상계동,1135010500,0.35336627267669046
마포구,상암동,1144012700,0.35322923082970115
은평구,구산동,1138010500,0.3528303549549673
강동구,강일동,1174011000,0.35032337351453174
성북구,하월곡동,1129013600,0.3486325259423996
노원구,중계동,1135010600,0.34829646163208117
서대문구,홍은동,1141011800,0.3469499378370471
성동구,금호동1가,1120010900,0.34652721584916035
중구,회현동3가,1114012300,0.3444322426261402
서대문구,북가좌동,1141011900,0.34393228425765554
중랑구,신내동,1126010600,0.34332906264944985
용산구,한남동,1117013100,0.3428114684854812
종로구,사직동,1111011500,0.3426126036086643
종로구,신문로2가,1111012100,0.3425777218186254
종로구,내수동,1111011800,0.3425285545858265
종로구,필운동,1111011300,0.34223290828504105
구로구,고척동,1153010600,0.34084374065417256
서대문구,홍제동,1141011100,0.3404987848839804
종로구,체부동,1111011200,0.3403252318188098
마포구,현석동,1144011200,0.3394632118405781
강서구,공항동,1150010800,0.3394595644745014
구로구,궁동,1153010900,0.33711953969503305
구로구,온수동,1153011000,0.33699136266505103
중구,남산동3가,1114013000,0.3367332050058428
도봉구,창동,1132010700,0.3356301753982764
용산구,효창동,1117011900,0.33553608113490047
마포구,마포동,1144010700,0.3352972988325779
종로구,당주동,1111011700,0.33524955610171137
종로구,통의동,1111010600,0.3349795890135173
송파구,풍납동,1171010300,0.3349193145547135
서대문구,남가좌동,1141012000,0.3343873528670469
마포구,구수동,1144011300,0.3333329169650065
구로구,천왕동,1153011100,0.3329930173389305
성동구,금호동2가,1120011000,0.3326712549172239
성동구,금호동3가,1120011100,0.3325331285828296
성동구,금호동4가,1120011200,0.3304163042837639
은평구,증산동,1138011000,0.3299676138385765
강동구,암사동,1174010700,0.3281499463990738
중구,남산동1가,1114012800,0.32763809803237776
마포구,염리동,1144010900,0.32749387274058567
송파구,장지동,1171010900,0.3269823161629696
은평구,수색동,1138010100,0.3257063097909997
송파구,오금동,1171011200,0.32456340345544826
동작구,동작동,1159010600,0.3204193367681077
종로구,평동,1111017700,0.31728009412245034
종로구,행촌동,1111018100,0.3171673832244083
강남구,삼성동,1168010500,0.3167589126062957
종로구,홍파동,1111017900,0.3167526920421964
